carat,cut,color,clarity,depth,table,price,x,y,z,logprice
2.36,Ideal,H,SI2,61.6,57,15148,8.7,8.58,5.28,9.625623789021686
0.79,Very Good,F,SI1,62.7,57,2851,5.86,5.91,3.68,7.955425088912672
0.3,Ideal,F,VVS1,62.2,53,838,4.31,4.35,2.68,6.731018100482083
0.71,Good,E,VS2,58.4,64,2836,5.85,5.8,3.44,7.950149887652018
0.53,Ideal,D,VS2,61.2,55,1919,5.24,5.23,3.21,7.5595594960077
0.42,Premium,G,SI1,62.7,58,882,4.79,4.77,3,6.782192056006791
0.4,Ideal,F,SI1,59.8,57,737,4.79,4.83,2.89,6.602587892189336
0.51,Ideal,G,VVS1,61.4,57,1933,5.17,5.15,3.17,7.566828479208331
1.02,Premium,F,I1,59.9,60,2520,6.53,6.61,3.9,7.832014180505469
0.3,Premium,D,VS2,61.9,60,710,4.31,4.25,2.65,6.565264970035361
2.01,Ideal,I,VS1,60.7,57,17436,8.15,8.19,4.96,9.766292313358283
0.3,Ideal,G,VS1,61.7,55,625,4.3,4.33,2.66,6.437751649736401
0.73,Premium,H,SI2,62.5,60,2259,5.77,5.72,3.59,7.7226775164680035
2,Good,H,SI2,64.3,59,11355,7.92,7.84,5.03,9.337413454539659
0.5,Good,G,IF,63.3,55,1976,5.05,5.1,3.22,7.588829878307813
0.72,Very Good,E,VS1,62.6,59,3192,5.68,5.72,3.55,8.068402958569699
0.7,Ideal,I,SI1,60.4,56,2376,5.77,5.83,3.49,7.773173680482536
0.75,Ideal,F,VS2,62.5,56,2723,5.72,5.78,3.62,7.909489492673759
0.42,Ideal,D,SI1,63,57,882,4.83,4.78,3.02,6.782192056006791
1.22,Ideal,J,VS2,62.1,54,5067,6.82,6.84,4.27,8.53050420547591
1.23,Premium,E,SI2,61.5,57,6377,6.84,6.86,4.23,8.760453046315272
2.22,Premium,I,SI2,61.8,56,13872,8.44,8.4,5.2,9.537627699020323
0.9,Good,F,SI1,63.6,58,3898,6.1,6.08,3.89,8.268218880067506
0.71,Very Good,E,VS2,59.6,60,2922,5.82,5.88,3.48,7.980023592310645
1.09,Very Good,E,VVS2,59.4,60,12031,6.74,6.71,4.02,9.395241931033524
0.51,Ideal,J,SI1,61.7,55,956,5.13,5.18,3.18,6.862757913051401
0.35,Ideal,E,VS2,62,57,852,4.53,4.53,2.79,6.747586526829315
1.01,Good,F,SI1,63.5,59,4549,6.41,6.34,4.03,8.422662707570003
0.9,Very Good,G,VS2,62.7,62,4543,6.12,6.16,3.85,8.421342865759403
0.41,Premium,G,VVS1,59.9,58,1123,4.84,4.79,2.9,7.023758954738443
0.24,Very Good,E,VVS2,60.9,61,499,4,4.02,2.46,6.212606095751519
0.35,Ideal,E,VVS2,62.6,53,923,4.52,4.5,2.83,6.827629234502852
0.7,Ideal,H,VVS2,60.9,56.6,2741,5.67,5.73,3.51,7.916078096302786
1.21,Ideal,H,SI1,61.8,56,6180,6.82,6.86,4.23,8.729073550451737
1.14,Ideal,F,SI1,61.1,57,6448,6.71,6.69,4.13,8.771525284186465
0.25,Very Good,F,VVS1,62.2,55,633,4.03,4.06,2.5,6.450470422144176
1.11,Premium,H,VS2,61.1,60,5524,6.74,6.6,4.08,8.616857514529183
1.25,Premium,G,VS2,62.4,58,8941,6.95,6.88,4.28,9.098402718735318
1.51,Premium,F,VS2,63,59,14465,7.19,7.17,4.52,9.579487217410236
1.03,Premium,E,SI1,61.3,54,5278,6.56,6.53,4.02,8.57130251706327
0.39,Ideal,G,VVS1,58.8,59,1170,4.77,4.71,2.79,7.064759027791802
0.71,Ideal,F,SI2,60.7,57,2386,5.78,5.81,3.52,7.777373602657861
1.72,Premium,G,SI2,60.9,58,11199,7.73,7.66,4.69,9.323579767582693
0.72,Very Good,E,SI1,62.5,58,2608,5.66,5.73,3.56,7.866338923046544
1.51,Good,I,SI1,63.8,59,8736,7.19,7.25,4.58,9.075207697984686
0.51,Ideal,D,SI1,62.9,57,1574,5.1,5.05,3.2,7.3613754289773485
0.31,Ideal,E,VS2,61.7,55,872,4.37,4.33,2.69,6.77078942390898
0.76,Very Good,H,SI1,61.6,62,2462,5.84,5.95,3.59,7.808729306744399
1.53,Very Good,G,VS2,58.9,58,11786,7.5,7.56,4.43,9.374667665397858
0.41,Ideal,F,VVS2,61.9,55,1192,4.79,4.79,2.96,7.083387847625295
1.1,Ideal,I,VS1,61.4,57,5651,6.59,6.59,4.08,8.639587799629844
0.31,Premium,E,SI1,63,59,672,4.31,4.22,2.71,6.5102583405231496
0.42,Very Good,F,VVS1,61.4,60,1088,4.84,4.89,2.96,6.992096427415888
0.68,Very Good,E,SI1,58.2,60,1964,5.77,5.8,3.36,7.582738488914411
0.7,Premium,D,SI2,58.3,60,2281,5.83,5.79,3.36,7.732369222284388
1.71,Good,J,SI1,58.2,62,8758,7.91,7.88,4.62,9.077722847361343
0.72,Very Good,F,VVS2,63.4,55,3332,5.68,5.71,3.62,8.111328003286733
0.31,Ideal,G,IF,61.3,57,786,4.39,4.43,2.69,6.666956792429207
1.1,Ideal,F,VVS2,61.7,55,10327,6.65,6.65,4.1,9.242517103671403
0.7,Very Good,E,SI2,60.2,58,2324,5.76,5.79,3.49,7.751045117971802
1.07,Ideal,H,VS1,62.3,55,6833,6.56,6.54,4.07,8.829519094780778
0.92,Good,I,SI1,62.3,62,3190,6.17,6.16,3.87,8.06777619577889
1.23,Premium,G,SI2,62.1,59,5192,6.85,6.79,4.24,8.554874258383926
1.07,Ideal,G,SI2,62.1,57,3595,6.56,6.61,4.04,8.187299270155147
0.4,Ideal,E,VVS1,61.7,57,1333,4.73,4.76,2.89,7.195187320178709
1.47,Very Good,H,SI2,59.3,56,6216,7.2,7.17,4.38,8.734881892047483
1.2,Premium,H,SI1,59.3,61,6505,6.92,6.88,4.13,8.780326390946605
0.37,Premium,E,VS1,60.7,58,876,4.65,4.71,2.81,6.775366090936392
1,Very Good,F,VS2,62.1,60,5988,6.3,6.37,3.92,8.69751274553952
1.51,Ideal,H,SI1,61.3,56,9833,7.37,7.45,4.52,9.193499354780156
1.58,Premium,F,VS2,61,58,14185,7.55,7.53,4.59,9.559940347242952
1.11,Very Good,D,SI2,62.3,59,4598,6.61,6.66,4.11,8.433376705323127
0.9,Very Good,H,VS2,63.2,57,3878,6.12,6.07,3.87,8.263074835802596
1.22,Premium,F,VS2,59.8,60,8139,6.99,6.92,4.17,9.004422601327041
0.65,Ideal,D,VVS2,61.6,57,3049,5.55,5.5,3.43,8.022568946988255
0.56,Premium,E,VS2,62.1,58,1915,5.3,5.27,3.27,7.557472901614746
1.5,Very Good,H,IF,62.9,59,13194,7.27,7.31,4.58,9.487517459782817
0.71,Ideal,F,VS1,62.3,55,3457,5.74,5.76,3.56,8.148156439921625
0.51,Very Good,E,VS1,61.8,58.9,1806,5.11,5.16,3.16,7.498869733976931
0.7,Fair,D,SI1,66,56,2125,5.51,5.56,3.65,7.661527081358517
1.02,Ideal,G,VS1,62,57,7270,6.42,6.45,3.97,8.891511570527564
0.27,Ideal,F,VVS2,62.5,55,787,4.12,4.1,2.6,6.668228248417403
1.29,Premium,F,VS2,58.7,59,8855,7.13,7.08,4.22,9.088737550216933
0.54,Ideal,E,VVS2,61.9,55,2372,5.26,5.25,3.25,7.771488760117616
0.41,Very Good,F,VS1,58.6,63,889,4.83,4.88,2.84,6.790097235513905
0.5,Very Good,G,SI1,61.1,55.8,1098,5.11,5.04,3.11,7.001245622069476
1,Ideal,D,SI1,60.2,57,5780,6.45,6.47,3.89,8.662158961666423
1.5,Ideal,D,VS2,62.6,56,15252,7.27,7.27,4.56,9.632465920977454
0.35,Premium,E,SI1,61.1,59,788,4.56,4.52,2.77,6.669498089857879
2.04,Premium,G,SI2,61.3,59,15651,8.18,8.13,5.01,9.658290091690503
0.31,Good,E,SI1,63.4,55,526,4.31,4.33,2.74,6.26530121273771
0.51,Premium,F,VS2,62.1,58,1687,5.09,5.15,3.17,7.430707082545968
1.2,Ideal,G,SI1,60.5,57,6488,6.86,6.86,4.18,8.77770959579525
3,Ideal,G,SI2,62.5,55,15354,9.1,8.96,5.69,9.639131305387844
1,Good,G,VS2,63.4,60,5667,6.29,6.24,4.01,8.64241515616962
1.01,Fair,D,SI1,66.3,57,3696,6.12,6.22,4.07,8.215006432761575
0.3,Very Good,D,VS2,62.9,55,710,4.3,4.31,2.71,6.565264970035361
2.41,Ideal,J,SI1,62.1,55,12468,8.55,8.5,5.32,9.430920640887228
1.3,Premium,F,VVS1,60.5,58,15377,7,6.96,4.25,9.640628165515693
1.02,Very Good,E,SI2,60.4,61,3801,6.46,6.5,3.9,8.24301946898925
1,Premium,H,SI2,59.4,60,3732,6.49,6.43,3.83,8.224699561967235
0.3,Ideal,D,VS2,61.7,56,911,4.36,4.32,2.67,6.814542897259958
0.8,Very Good,J,SI1,61.6,56,1833,5.94,5.9,3.68,7.513709247839705
0.3,Premium,H,VVS2,62,59,828,4.3,4.26,2.67,6.71901315438526
0.78,Good,H,SI1,64.3,59,2386,5.79,5.88,3.71,7.777373602657861
0.61,Ideal,D,SI1,61.1,59,1996,5.49,5.42,3.37,7.59890045687141
1.51,Premium,J,VS2,62.8,60,7428,7.33,7.19,4.63,8.913011922472597
1.51,Ideal,D,SI1,62.3,56,11863,7.29,7.4,4.57,9.381179591661104
1.29,Premium,F,VS2,59.3,62,8840,7.06,6.99,4.25,9.08704215563169
1.27,Very Good,I,SI2,60.6,60,4620,6.99,7.05,4.21,8.438149984075784
0.31,Ideal,E,VS1,61.4,54,692,4.32,4.37,2.67,6.539585955617669
1.01,Good,H,SI2,63.7,58,3959,6.31,6.35,4.03,8.28374674710613
0.73,Premium,E,VS1,61.1,58,2902,5.85,5.78,3.56,7.973155433444133
1.08,Premium,G,SI2,61.1,59,4794,6.64,6.59,4.04,8.475120414994329
0.9,Very Good,H,VVS2,62.4,56,4432,6.14,6.22,3.87,8.39660622842712
0.55,Premium,E,VS2,61.1,58,1881,5.27,5.3,3.24,7.53955882930103
0.35,Ideal,G,VVS2,61.8,54,917,4.55,4.56,2.81,6.821107472256465
0.7,Very Good,H,SI1,62.9,56,2056,5.59,5.64,3.53,7.628517626575055
0.31,Ideal,E,VS2,61.9,55,642,4.31,4.34,2.68,6.464588303689961
1.18,Premium,H,SI2,58.7,62,4538,6.94,6.83,4.05,8.420241665339788
0.3,Very Good,G,VVS2,62.9,55,552,4.25,4.27,2.68,6.313548046277095
0.71,Premium,G,SI1,62.5,60,2388,5.74,5.63,3.57,7.778211474512493
0.3,Ideal,G,VS2,61.6,57,526,4.33,4.34,2.67,6.26530121273771
1.54,Ideal,H,VS1,62.2,55,12566,7.48,7.42,4.66,9.438750032962892
0.33,Ideal,G,VVS1,61.8,56,887,4.46,4.49,2.76,6.787844982309579
0.54,Ideal,E,VS2,61.9,55,1715,5.24,5.22,3.24,7.44716835960004
2.01,Very Good,H,SI1,62.2,59,17003,8.06,7.98,5.03,9.741145078057485
1.79,Very Good,F,SI1,62,54,16286,7.79,7.9,4.81,9.698061122027077
1.12,Very Good,G,SI2,63.4,57,3700,6.59,6.58,4.15,8.216088098632316
1.16,Ideal,G,VS2,62.3,56,7548,6.71,6.75,4.19,8.92903790648844
0.9,Very Good,F,SI1,61.3,56,4026,6.24,6.28,3.84,8.300528606199737
0.41,Ideal,D,VVS2,62.5,57,1105,4.76,4.71,2.97,7.007600613951853
1.01,Premium,I,SI1,61.8,58,4072,6.4,6.36,3.93,8.311889558230359
1.51,Premium,H,VS2,60.7,58,10291,7.54,7.43,4.51,9.239025005836092
0.3,Ideal,F,VS1,61.4,56,652,4.34,4.36,2.68,6.480044561926653
0.52,Ideal,H,SI1,61.5,56.6,1035,5.15,5.19,3.17,6.942156705699469
0.41,Very Good,D,VS2,62.3,60,910,4.72,4.74,2.96,6.813444599510896
1.02,Good,F,SI2,63.3,57,3989,6.36,6.4,4.05,8.291295851905407
2.71,Very Good,H,I1,61.5,63,13156,8.99,8.94,5.47,9.484633207308947
0.41,Ideal,F,VS1,62.5,56,1076,4.73,4.77,2.96,6.98100574072173
0.27,Ideal,F,IF,62.4,56,760,4.17,4.19,2.59,6.633318433280377
1.02,Premium,F,SI1,61.8,58,5398,6.51,6.45,4.01,8.59378379357795
2.04,Ideal,J,SI1,62.6,55,12554,8.05,8.05,5.07,9.437794618877478
0.5,Premium,G,SI1,62.8,61,1286,5.03,4.98,3.12,7.1592919047975645
1,Good,H,SI2,62,63,3991,6.28,6.38,3.93,8.291797105048733
0.56,Very Good,G,VVS2,61.6,57,2132,5.26,5.3,3.26,7.664815785285735
0.33,Very Good,G,VS2,61.1,62,579,4.43,4.46,2.71,6.361302477572996
0.41,Very Good,F,VVS1,58.9,58,1236,4.83,4.87,2.86,7.119635638017636
1.01,Good,G,SI2,64,59,3626,6.32,6.38,4.05,8.195885391314796
0.32,Ideal,F,VVS1,62.6,56,867,4.37,4.37,2.76,6.7650389767805414
0.7,Good,E,VVS2,63.6,60,3511,5.64,5.57,3.57,8.163656176168432
2.07,Ideal,J,SI2,61.6,57,12554,8.12,8.2,5.01,9.437794618877478
1.62,Premium,F,VS1,60.6,58,17552,7.57,7.54,4.62,9.772923182515012
0.5,Fair,E,SI2,54.4,69,958,5.26,5.22,2.94,6.86484777797086
0.52,Premium,E,VVS2,61.6,59,2263,5.19,5.13,3.2,7.724446645633537
0.32,Premium,D,VS2,61.7,59,758,4.37,4.39,2.71,6.630683385642372
0.41,Premium,H,SI1,62.9,58,923,4.74,4.76,2.96,6.827629234502852
1.01,Very Good,G,VS2,63.5,61,5967,6.38,6.3,4.03,8.693999567522082
1,Premium,E,VS1,61.9,61,8176,6.37,6.23,3.95,9.008958312443486
2.11,Premium,J,SI2,58.4,60,12381,8.46,8.41,4.9,9.423918318420691
0.32,Very Good,E,SI1,62,61,544,4.35,4.38,2.71,6.298949246855942
0.3,Premium,D,VS2,62.2,60,710,4.28,4.26,2.66,6.565264970035361
1.51,Very Good,E,VVS2,60.2,58,16613,7.36,7.42,4.45,9.71794080038648
1.21,Good,E,SI2,63.7,62,6344,6.75,6.65,4.32,8.755264763314685
0.37,Ideal,H,VS2,62.1,55,729,4.62,4.67,2.9,6.591673732008658
0.31,Good,E,SI1,63.6,57,544,4.31,4.33,2.74,6.298949246855942
0.34,Ideal,E,SI1,62,56,644,4.48,4.5,2.78,6.467698726104354
0.31,Ideal,E,VVS2,61.1,57,997,4.37,4.34,2.68,6.904750769961838
1.19,Good,G,VVS2,57.4,60,9003,7,6.95,4.04,9.105313134108476
0.4,Very Good,F,SI1,62.9,58,687,4.66,4.7,2.94,6.532334292222349
0.53,Ideal,I,VVS1,62.2,53,1564,5.17,5.23,3.22,7.355001921105257
0.32,Ideal,H,IF,61.8,54,814,4.41,4.46,2.74,6.70196036600254
2.02,Premium,I,VS2,59.6,58,14042,8.25,8.21,4.89,9.549808117577195
0.32,Ideal,G,VVS1,62,53,842,4.42,4.45,2.73,6.7357800142423265
0.55,Very Good,J,VS2,61.8,56,1141,5.23,5.28,3.24,7.039660349862076
0.42,Ideal,G,VVS1,61.4,55,1118,4.87,4.85,2.97,7.0192966537150445
0.31,Good,F,VS2,63.9,56,749,4.33,4.31,2.76,6.618738983517219
0.36,Ideal,E,SI1,62.9,57,765,4.55,4.52,2.84,6.639875833826536
1.01,Very Good,G,SI2,61,61,3461,6.36,6.42,3.9,8.149312843635345
1.16,Ideal,G,SI1,61.8,56,6960,6.71,6.76,4.17,8.847934753328465
0.42,Ideal,D,VS2,61.2,55,1050,4.83,4.8,2.96,6.956545443151569
0.31,Ideal,G,VS2,62.1,56,574,4.33,4.36,2.67,6.352629396319567
0.36,Very Good,F,VVS2,58.7,58,965,4.68,4.69,2.76,6.872128101338986
1.01,Ideal,G,SI2,61.6,53,4557,6.47,6.44,3.99,8.424419791263883
0.43,Premium,D,VS1,60.6,58,1179,4.88,4.89,2.96,7.072421900537371
0.23,Ideal,G,IF,62.5,55,536,3.94,3.95,2.47,6.284134161070802
1.02,Ideal,E,SI1,62.2,57,5622,6.46,6.45,4.02,8.634442751466477
0.52,Ideal,D,SI1,62,53,1687,5.15,5.18,3.2,7.430707082545968
1.23,Premium,F,VS1,60.8,59,9319,6.9,6.93,4.21,9.139810605785655
0.41,Ideal,F,VS1,60.8,56,1076,4.84,4.8,2.93,6.98100574072173
1.2,Fair,F,SI2,65.1,58,4926,6.55,6.46,4.31,8.502282578680484
1.35,Premium,J,SI1,61.8,58,5480,7.12,7.05,4.37,8.608860379942062
0.36,Premium,G,VS1,62.3,60,746,4.5,4.56,2.8,6.61472560020376
0.62,Ideal,E,VVS2,62.4,56,2660,5.46,5.5,3.44,7.886081401775745
0.72,Ideal,G,VS2,61.8,56,3299,5.75,5.78,3.56,8.101374671228582
0.57,Very Good,G,VS2,62.6,59,1605,5.25,5.32,3.28,7.380879035564116
0.36,Ideal,E,VVS2,61.3,56,829,4.56,4.61,2.82,6.720220155135295
0.24,Very Good,D,VVS1,61.1,60,485,3.99,4.02,2.46,6.184148890937483
0.9,Very Good,G,SI2,63.5,57,3282,6.07,6.13,3.88,8.096208271650037
0.5,Very Good,G,SI1,62.2,57,1197,5.03,5.08,3.15,7.087573705557973
0.42,Premium,F,SI1,60.6,61,926,4.85,4.78,2.94,6.8308742346461795
0.5,Very Good,I,SI1,63.2,57,984,5.04,5.04,3.17,6.891625897052253
0.34,Premium,H,VS2,60.2,61,689,4.53,4.5,2.72,6.535241271013659
0.72,Very Good,I,VS2,63.3,56,2177,5.66,5.71,3.6,7.685703061234547
0.34,Ideal,D,VS2,62.3,56,1033,4.49,4.44,2.81,6.940222469119639
1.51,Very Good,I,VS1,62.9,59.9,7968,7.29,7.22,4.58,8.983188799264434
0.3,Ideal,D,VS2,61.6,56,911,4.34,4.32,2.68,6.814542897259958
0.9,Good,F,SI2,63.1,57,3595,6.07,6.11,3.82,8.187299270155147
0.6,Ideal,G,VS2,62.1,56,1746,5.4,5.44,3.35,7.465082736399547
2.2,Ideal,I,SI1,61.5,57,17160,8.41,8.39,5.17,9.750336373041954
0.96,Very Good,G,SI1,62.6,58,4400,6.24,6.2,3.9,8.389359819906353
0.57,Ideal,F,SI1,62.3,55,1408,5.32,5.36,3.31,7.249925536717988
0.52,Very Good,G,VS1,61.8,59,1637,5.18,5.09,3.18,7.400620577371135
1.2,Very Good,F,SI1,62.9,59,6435,6.66,6.74,4.18,8.769507120030227
1.07,Ideal,I,SI1,61.7,56.1,5093,6.58,6.6,4.06,8.535622326884605
0.3,Ideal,E,VS1,62.5,57,694,4.29,4.27,2.7,6.542471960506805
0.3,Premium,J,VS1,61.9,59,408,4.27,4.25,2.65,6.0112671744041615
0.32,Ideal,F,VS1,61.9,56,828,4.42,4.39,2.73,6.71901315438526
0.37,Ideal,H,IF,61.4,55,921,4.64,4.67,2.85,6.825460036255307
0.5,Ideal,F,VS1,62.5,53.7,1710,5.08,5.12,3.19,7.444248649496705
0.3,Premium,G,VS1,61.4,60,802,4.33,4.29,2.65,6.687108607866515
1.02,Premium,G,SI2,62.5,58,4798,6.44,6.4,4,8.47595444339964
2.18,Very Good,F,SI2,61,62,17871,8.28,8.33,5.07,9.790934566296798
1.1,Very Good,E,VS2,62.8,55,8358,6.53,6.63,4.12,9.03097444300786
0.52,Very Good,D,SI1,63.3,59,1380,5.11,5.08,3.23,7.22983877815125
1.51,Good,E,SI1,63.6,58,11560,7.3,7.25,4.63,9.355306142226368
0.41,Ideal,F,VS1,61.9,55,1103,4.75,4.79,2.96,7.005789019253503
1.02,Very Good,I,SI2,63.4,57,4047,6.42,6.38,4.05,8.305731144875866
0.31,Ideal,F,VS2,62.8,57,776,4.34,4.29,2.72,6.654152520183219
1.02,Good,F,SI2,63.8,57,4257,6.34,6.4,4.06,8.356319965828153
0.7,Very Good,I,VS1,63.1,60,1971,5.59,5.65,3.53,7.58629630715272
0.31,Ideal,E,VVS2,61.8,54,742,4.32,4.35,2.68,6.60934924316738
0.4,Premium,D,VS2,62.4,59,1007,4.71,4.72,2.94,6.914730892718563
2.02,Very Good,G,SI1,63.1,54,17724,7.97,7.93,5.07,9.782674932319381
0.74,Ideal,F,VVS2,61.9,57,3741,5.77,5.8,3.58,8.227108234348146
0.31,Very Good,G,VVS1,63.5,56,1013,4.29,4.3,2.74,6.920671504248683
0.32,Ideal,D,VS2,62.1,56,758,4.4,4.42,2.74,6.630683385642372
1.04,Ideal,I,SI2,61.9,56,4113,6.53,6.48,4.03,8.321907968230423
0.39,Ideal,G,VS1,61.8,55,802,4.77,4.81,2.93,6.687108607866515
0.32,Ideal,I,VVS1,62,54,540,4.4,4.42,2.73,6.29156913955832
0.24,Premium,E,VVS2,60.3,61,640,4.03,4.01,2.45,6.461468176353717
1.2,Very Good,G,VVS1,61.3,55,9484,6.78,6.91,4.17,9.157361447185297
0.25,Very Good,E,VVS2,62.2,57,548,4.01,4.04,2.48,6.306275286948016
0.4,Ideal,H,IF,62.7,56,1044,4.75,4.77,2.97,6.950814768442584
0.74,Premium,G,I1,60.1,60,1650,5.87,5.82,3.52,7.408530566894626
1.25,Premium,H,SI2,62.2,58,5740,6.9,6.83,4.29,8.655214489313613
0.34,Ideal,G,VS2,61.8,56,604,4.43,4.46,2.77,6.403574197934815
1.5,Premium,F,VS2,61.1,58,12641,7.39,7.36,4.48,9.444700778495557
0.32,Very Good,E,VS1,61.6,56,801,4.39,4.44,2.7,6.68586094706836
0.5,Premium,D,VS2,62.1,60,1845,5.05,5.12,3.14,7.520234556474628
0.3,Premium,H,VVS1,62.7,62,819,4.29,4.26,2.67,6.70808408385307
1.01,Ideal,F,VS2,61,56,6393,6.46,6.47,3.96,8.762958920766726
0.7,Ideal,G,SI1,62.1,56,2573,5.66,5.74,3.53,7.8528278122817445
0.4,Ideal,G,VS1,61.3,57,1113,4.75,4.79,2.92,7.014814351275545
0.32,Ideal,E,VVS2,62.4,54,858,4.38,4.36,2.74,6.754604099487962
0.42,Very Good,G,VVS1,60.4,61,1207,4.79,4.85,2.9,7.095893221097532
0.28,Ideal,F,VVS2,61.5,57,642,4.2,4.21,2.58,6.464588303689961
0.57,Ideal,H,VS2,60.2,59,1573,5.38,5.42,3.27,7.360739903058278
1.09,Ideal,F,IF,62,57,10995,6.62,6.58,4.08,9.305195902988862
1.01,Very Good,G,VS1,63.5,58,6283,6.29,6.34,4.02,8.745602852402946
1.12,Very Good,D,SI1,58.6,63,5915,6.88,6.86,3.9,8.685246776412487
1.11,Ideal,J,SI2,62.4,56,4385,6.57,6.65,4.14,8.385944904806284
0.24,Ideal,E,VVS1,62.3,56,705,3.97,4.02,2.48,6.558197802812269
1.57,Ideal,G,SI1,61.8,56,11610,7.47,7.44,4.61,9.359622074691938
1.28,Very Good,I,VS2,62.5,58,6246,6.92,6.96,4.3,8.739696537843024
0.29,Very Good,E,VVS2,59.5,58,642,4.3,4.34,2.6,6.464588303689961
0.31,Ideal,E,VS2,61.8,55,872,4.38,4.32,2.72,6.77078942390898
0.89,Premium,G,SI1,60.1,62,3921,6.37,6.31,3.78,8.27410200229233
1.01,Ideal,H,SI1,60.2,56,5018,6.51,6.56,3.94,8.520786726926367
0.4,Ideal,I,VS1,61.2,56,826,4.75,4.79,2.93,6.716594773520978
0.3,Fair,F,SI1,55.8,66,489,4.67,4.65,2.54,6.192362489474872
1.01,Premium,G,VS2,61.2,59,5701,6.48,6.49,3.94,8.648396877031582
1,Premium,H,SI1,61.8,59,4469,6.39,6.36,3.94,8.404919948933452
0.31,Premium,F,VS2,59,60,802,4.47,4.44,2.62,6.687108607866515
0.9,Very Good,D,SI2,61,59,3806,6.13,6.17,3.74,8.244334047856094
1.29,Ideal,G,SI2,61.5,55,6300,7.08,7.05,4.31,8.748304912379623
0.44,Very Good,E,SI1,63.4,55,947,4.88,4.84,3.06,6.853299093186078
1.17,Ideal,G,VS2,61.4,56,7548,6.79,6.83,4.17,8.92903790648844
0.9,Ideal,H,VS2,60.9,57,4082,6.19,6.24,3.79,8.31434234336979
1.17,Very Good,D,VS1,61.8,58,10115,6.75,6.82,4.19,9.221774749601845
0.3,Very Good,E,VVS2,63.2,56,840,4.26,4.22,2.69,6.733401891837359
1,Very Good,D,SI2,62.3,59,3675,6.33,6.4,3.96,8.209308411646937
1.51,Ideal,G,VS1,60.8,57,14779,7.42,7.48,4.52,9.600962533214572
0.51,Very Good,G,VVS1,63.2,57,1843,5.06,5.06,3.21,7.519149957669823
1.64,Ideal,F,SI2,62.6,56,9471,7.53,7.57,4.71,9.155989777226102
0.41,Ideal,G,VS2,61.4,55,915,4.75,4.77,2.93,6.818924065275521
0.75,Very Good,E,VVS1,61.9,63,4274,5.79,5.84,3.56,8.360305435879093
0.73,Fair,G,VS2,66.4,57,2648,5.51,5.54,3.66,7.881559917056899
0.31,Very Good,H,VVS2,62.8,58,645,4.31,4.3,2.71,6.4692503167957724
1.2,Ideal,I,SI2,60.5,56,5080,6.88,6.87,4.18,8.533066540572527
0.51,Ideal,E,SI1,62.1,57,1443,5.15,5.11,3.19,7.274479558773871
0.43,Premium,D,SI2,62.6,58,683,4.85,4.83,3.01,6.52649485957079
1.11,Ideal,F,VS2,60.9,55,7589,6.68,6.73,4.09,8.934455109403913
0.33,Premium,G,VS2,60.9,59,765,4.46,4.41,2.73,6.639875833826536
0.56,Very Good,E,SI2,63.4,58,1297,5.23,5.26,3.32,7.167809184316444
0.51,Premium,E,SI2,61.8,58,1177,5.11,5.09,3.16,7.0707241072602764
1.01,Good,E,SI1,63.3,58,4619,6.37,6.39,4.05,8.437933510430605
1.5,Very Good,E,VS2,62.9,56,13892,7.26,7.3,4.57,9.539068413863964
0.24,Ideal,G,VVS1,62.2,57,531,4,4.04,2.49,6.274762021241939
2.15,Premium,H,SI2,62.3,58,14824,8.3,8.26,5.14,9.604002767965195
0.31,Ideal,G,VS2,61.6,55,698,4.34,4.3,2.68,6.548219102762372
1.22,Very Good,G,VS1,61.2,58,8381,6.85,6.79,4.21,9.033722518098907
0.33,Premium,G,VS1,59.2,59,797,4.5,4.43,2.68,6.680854678790215
1,Premium,E,SI2,62.7,56,4116,6.37,6.31,3.98,8.32263709695394
0.9,Premium,G,VS2,62.9,62,4137,6.08,6.04,3.83,8.327726166461412
0.7,Ideal,G,VS2,60.8,57,2507,5.73,5.71,3.5,7.826842098158293
1.51,Very Good,G,VS2,61.5,59,13248,7.35,7.39,4.54,9.49160187662504
0.7,Ideal,E,VS2,62.7,56,2891,5.69,5.72,3.57,7.969357742016346
1.73,Premium,G,VS1,62.4,58,12830,7.76,7.64,4.77,9.459541457609681
0.39,Ideal,G,IF,61.7,56,1154,4.69,4.73,2.9,7.050989447068045
1.24,Premium,G,SI1,61.2,62,5556,6.89,6.93,4.23,8.622633703874234
0.32,Ideal,H,VS2,61.3,56,648,4.41,4.4,2.71,6.473890696352274
0.9,Premium,F,VS2,62.4,62,4846,6.06,6.01,3.81,8.48590890137647
0.5,Ideal,F,SI2,61.3,58,1020,5.12,5.17,3.13,6.927557906278317
0.3,Very Good,H,SI2,62.3,57,501,4.26,4.28,2.65,6.2166061010848646
1.2,Ideal,J,SI1,62.3,55,5489,6.78,6.84,4.24,8.610501368549889
0.71,Ideal,G,SI2,62.3,54,2480,5.69,5.76,3.56,7.8160138391590275
0.35,Very Good,H,SI1,63.3,56,504,4.46,4.49,2.83,6.222576268071369
1.01,Good,E,SI1,60.9,63,4399,6.42,6.38,3.88,8.389132521348719
1.51,Very Good,H,SI2,62.3,62,8372,7.28,7.34,4.52,9.03264808356589
1.02,Premium,H,SI2,59.2,58,4078,6.6,6.54,3.88,8.3133619511344
0.9,Good,E,SI1,63.8,57,4120,6.07,6.09,3.87,8.323608442343572
